Gene.symbol,GSM1057835,GSM1057836,GSM1057837,GSM1057838,GSM1057839,GSM1057840,GSM1057841,GSM1057842,GSM1057843,GSM1057844,GSM1057845,GSM1057846,GSM1057847,GSM1057848,GSM1057849,GSM1057850,GSM1057851,GSM1057852,GSM1057853,GSM1057854,GSM1057855,GSM1057856,GSM1057857,GSM1057858,GSM1057859,GSM1057860,GSM1057861,GSM1057862,GSM1057863,GSM1057864,GSM1057865,GSM1057866,GSM1057867,GSM1057868,GSM1057869,GSM1057870,GSM1057871,GSM1057872,GSM1057873,GSM1057874,GSM1057875,GSM1057876,GSM1057877,GSM1057878,GSM1057879,GSM1057880,GSM1057881,GSM1057882,GSM1057883,GSM1057884,GSM1057885,GSM1057886,GSM1057887,GSM1057888,GSM1057889,GSM1057890,GSM1057891,GSM1057892,GSM1057893,GSM1057894,GSM1057895,GSM1057896,GSM1057897,GSM1057898,GSM1057899,GSM1057900,GSM1057901,GSM1057902,GSM1057903,GSM1057904,GSM1057905,GSM1057906,GSM1057907,GSM1057908,GSM1057909,GSM1057910,GSM1057911,GSM1057912,GSM1057913,GSM1057914,GSM1057915,GSM1057916,GSM1057917,GSM1057918,GSM1057919,GSM1057920,GSM1057921,GSM1057922,GSM1057923,GSM1057924,GSM1057925,GSM1057926,GSM1057927,GSM1057928,GSM1057929,GSM1057930,GSM1057931,GSM1057932,GSM1057933,GSM1057934,GSM1057935,GSM1057936,GSM1057937,GSM1057938,GSM1057939,GSM1057940,GSM1057941,GSM1057942
NAP1L3,0.084543051,0.066874738,0.113929884,0.070011949,0.018539079,0.025127956,0.033874493,0.300625744,0.238121543,0.232779301,0.207339452,0.065890728,0.06275152,0.314257247,0.020408163,0.287971096,0.01311052,0.014505559,0.071088581,0.063025941,0.304343934,0.199692811,0.06313602,0.02007546,0.015736646,0.066825236,0.144455993,0.069368137,0.01661712,0.040162417,0.19629455,0.035189143,0.787673015,0.087037118,0.764893113,0.661947241,0.679077601,0.737359801,0.220770637,0.690631804,0.764277372,0.012314534,0.017377512,0.019118629,0.042242158,0.289073904,0.187246949,0.073631908,0.215589902,0.133202818,0.0131081,0.07523683,0.095824758,0.092015476,0.291851289,0.280240971,0.031066696,0.075479941,0.065812444,0.019399893,0.019094564,0.064318237,0.087510637,0.218174437,0.215827193,0.018891329,0.043444601,0.199623239,0.018882476,0.469103199,0.05521103,0.06280234,0.015070771,0.01854479,0.125009529,0.013513468,0.079180403,0.244490306,0.022406188,0.2434053,0.180957865,0.044520205,0.019433023,0.026075549,0.017328798,0.048091799,0.078414463,0.073558018,0.138555784,0.024558926,0.062474422,0.196743003,0.024284316,0.276541154,0.018223545,0.183323698,0.147718319,0.062364838,0.015503425,0.158225609,0.041540369,0.082458246,0.018941577,0.108273458,0.779116614,0.650988449,0.738041532,0.689524128
HLF,0.047857795,0.458470613,0.047857347,0.104099273,0.262462918,0.134447007,0.201200032,0.046399989,0.118419889,0.062728243,0.349701653,0.155465374,0.114161768,0.109939256,0.130709584,0.234431889,0.367668374,0.105460521,0.12244898,0.142857143,0.248916903,0.01701935,0.130756118,0.342272066,0.061106395,0.256620353,0.309215617,0.464472799,0.135371838,0.091615142,0.096239955,0.095261495,0.112380863,0.132395038,0.957084131,0.112352326,0.315923116,0.405654401,0.085473963,0.330855152,0.092699643,0.05986661,0.105329196,0.101352009,0.111420114,0.142489581,0.125975861,0.117484325,0.396010247,0.16157711,0.284725443,0.112904411,0.090727015,0.238656845,0.116952043,0.049960187,0.147197905,0.409633528,0.087101369,0.356899339,0.11041152,0.036152093,0.107108504,0.329105584,0.035218157,0.097957243,0.068337356,0.086905525,0.102040816,0.065209952,0.110180031,0.367346939,0.145643806,0.123201126,0.276924411,0.03402769,0.06122449,0.091885853,0.043901489,0.115201204,0.148169759,0.081632653,0.087739373,0.168637691,0.081632653,0.023435069,0.056937778,0.124382253,0.073697299,0.071898388,0.107612607,0.10792259,0.194300186,0.083342654,0.053882449,0.029409024,0.234676226,0.039756005,0.645718107,0.023000071,0.066059066,0.058695548,0.057473351,0.254452481,0.807197884,0.747543774,0.700805382,0.613497115
HBG2///HBG1,0.992544309,0.994645384,0.986522831,0.99178045,0.990895471,0.989384983,0.988748641,0.979712932,0.988278491,0.992539405,0.989805187,0.988530477,0.937614707,0.987649094,0.855363109,0.987112654,0.294273791,0.874439896,0.980719354,0.992991327,0.990569809,0.966021348,0.946314448,0.995637633,0.988445905,0.982474825,0.985770344,0.992713281,0.984336522,0.962836308,0.993118093,0.993367867,0.992593947,0.993207235,0.987554539,0.992857741,0.98883141,0.990847565,0.990322624,0.988695027,0.992265386,0.688501848,0.984041989,0.966814028,0.992976781,0.99589856,0.981188975,0.996855256,0.988871563,0.318477357,0.995132852,0.946023424,0.333804892,0.987125304,0.996940212,0.997283302,0.997419254,0.837494659,0.948336033,0.975659526,0.971800424,0.990889908,0.972635161,0.873924391,0.557962469,0.775338256,0.9917602,0.662554544,0.847133462,0.960360054,0.99367022,0.894233348,0.987381105,0.991228533,0.989990806,0.733114776,0.996944208,0.991534552,0.995614384,0.991723365,0.99505537,0.978768879,0.981226891,0.142857143,0.940898484,0.997378207,0.784395339,0.979089562,0.916898819,0.965125167,0.998343561,0.994660898,0.99400795,0.652452883,0.99649443,0.993849908,0.994813781,0.354268444,0.324916975,0.981047485,0.994798088,0.938077057,0.991643628,0.992591449,0.203475866,0.246438947,0.266289603,0.219486894
LCK,0.05790671,0.729668695,0.153287388,0.530052932,0.378495886,0.631917057,0.5754523,0.641392384,0.206717242,0.665482552,0.521968426,0.223248649,0.685070939,0.639520706,0.732017531,0.239348393,0.366542901,0.254729281,0.55124132,0.481216785,0.695255024,0.632871422,0.482058903,0.685708093,0.49127667,0.571877994,0.526051897,0.621365339,0.693713755,0.579695288,0.633047863,0.542391663,0.524292079,0.535107411,0.809652103,0.566006191,0.688189943,0.604405236,0.313113598,0.851011716,0.634205046,0.186583784,0.211404883,0.597079249,0.736552615,0.754847419,0.451959431,0.237133669,0.246659583,0.468856867,0.817247353,0.20884076,0.280963338,0.586026211,0.504541809,0.66358324,0.43706047,0.364566708,0.621328894,0.689985142,0.202674382,0.597879505,0.196262719,0.237316239,0.62252487,0.188480236,0.585118863,0.187830286,0.401459945,0.85964544,0.890749988,0.348409663,0.600658019,0.58419137,0.456288373,0.509491028,0.69810765,0.641023771,0.694911861,0.513089852,0.666934028,0.511065461,0.211159822,0.269839502,0.670102767,0.636353028,0.539615081,0.663320258,0.415928758,0.343817249,0.677923369,0.552198102,0.516887832,0.674859203,0.342036307,0.72474183,0.549337988,0.733041907,0.227359487,0.408796092,0.572600144,0.511951024,0.507949702,0.645176075,0.253658478,0.180868809,0.225781948,0.200483985
NCF1C///NCF1B///NCF1,0.531427587,0.4843324,0.580038025,0.220148666,0.633891694,0.521862536,0.171321755,0.191407889,0.882658926,0.904075163,0.178938294,0.245556004,0.099835265,0.954479641,0.459382865,0.602548205,0.890838541,0.95523666,0.898836708,0.953731117,0.946168384,0.956323562,0.918375762,0.793296804,0.409712333,0.946009471,0.972448924,0.955322987,0.841426641,0.974173547,0.957062997,0.903547531,0.435346063,0.353214066,0.810734697,0.626299498,0.497742958,0.620794014,0.062649146,0.853132428,0.333606233,0.976352109,0.196783958,0.834599055,0.590681953,0.152922298,0.807082027,0.547059378,0.895710381,0.781148433,0.511733697,0.183168573,0.083823742,0.940569963,0.905262527,0.593275955,0.481657026,0.368211434,0.464531014,0.548776111,0.443659515,0.671693663,0.241765018,0.761192032,0.942912195,0.255960541,0.867869406,0.838917398,0.856573818,0.880466787,0.03150109,0.194593127,0.629838664,0.125997444,0.374890352,0.855971542,0.906224323,0.970283873,0.260943298,0.914650869,0.938541511,0.934120983,0.574746841,0.865685415,0.945844022,0.962779043,0.937043346,0.623559979,0.955477077,0.727167964,0.418950054,0.899682833,0.607259482,0.475045612,0.962830521,0.919034903,0.699916478,0.933009304,0.059912916,0.121268632,0.04710631,0.038105357,0.022042108,0.057720275,0.223410476,0.046431564,0.082244981,0.109237041
TAOK2,0.630214075,0.639792597,0.471401497,0.454915649,0.52301026,0.521339359,0.586112429,0.416579393,0.582444605,0.54524334,0.384587777,0.609325159,0.553263685,0.629192292,0.567944065,0.43446582,0.467942877,0.342755217,0.350543735,0.416718912,0.500012626,0.484300036,0.549096752,0.647132593,0.586039832,0.46100624,0.428150053,0.53715856,0.51825388,0.57580307,0.585316721,0.652852877,0.280484688,0.511440151,0.557032863,0.63185758,0.519408579,0.519054468,0.543963626,0.402970288,0.458931533,0.624792977,0.532092195,0.516076725,0.450810201,0.587524928,0.586614958,0.472336382,0.46864566,0.545494553,0.578150605,0.46881423,0.654270382,0.628117907,0.545564025,0.644589877,0.449643437,0.539063626,0.299543372,0.393008693,0.529463461,0.524663016,0.683324145,0.525306331,0.66095897,0.599618641,0.629555968,0.561582568,0.549639515,0.406529157,0.568352996,0.418727664,0.42018352,0.706838755,0.757826382,0.566846041,0.545122635,0.555964372,0.554536002,0.364497777,0.646144001,0.592627141,0.53460188,0.547721075,0.365321761,0.534423999,0.530496078,0.420734468,0.633015256,0.403302295,0.594614171,0.552198102,0.624120568,0.576701719,0.564956106,0.543198042,0.546028583,0.555342969,0.650833659,0.460200224,0.532866881,0.649305351,0.639277696,0.707348265,0.318990054,0.435750545,0.245879206,0.345919085
FOXN3,0.76050078,0.839620508,0.825316318,0.862300647,0.637941101,0.806234897,0.836101928,0.907602583,0.821788991,0.854130566,0.743692363,0.841746945,0.853096712,0.794494776,0.882566191,0.70897023,0.858324105,0.811151301,0.743705313,0.804084048,0.810710366,0.821459728,0.828064294,0.761657398,0.823867519,0.813015649,0.72345312,0.668697252,0.838985267,0.852866186,0.824367155,0.827516031,0.871076575,0.463702818,0.807469019,0.830622678,0.810491872,0.796857884,0.634079008,0.814357521,0.828401989,0.755202617,0.75961861,0.81241271,0.84238101,0.786528329,0.793968529,0.839816241,0.820651857,0.748270898,0.864284681,0.760923556,0.612081977,0.770597026,0.85843222,0.805168081,0.618908346,0.764861141,0.864814601,0.825436418,0.817422206,0.789687856,0.823438707,0.785819361,0.821633912,0.826134652,0.795935199,0.759529581,0.86580868,0.810177643,0.83636627,0.779817716,0.676537094,0.727691841,0.78717115,0.847097264,0.79118163,0.795629842,0.81979624,0.855749683,0.835154573,0.856849487,0.721805891,0.76109761,0.89181668,0.854324015,0.693877551,0.871119089,0.864545404,0.778606368,0.797716448,0.763114358,0.786946691,0.875047906,0.923895774,0.827593989,0.863804336,0.63637382,0.818610117,0.866664172,0.709648449,0.758216728,0.703411795,0.754094758,0.930326254,0.920385736,0.893501393,0.910946123
EXOSC9,0.529981267,0.661511683,0.784726487,0.818153087,0.753363297,0.693928624,0.655197762,0.708339251,0.637423843,0.612663006,0.842961166,0.652963474,0.775371006,0.594220346,0.610824589,0.585936466,0.768496,0.767542835,0.823691884,0.831074459,0.733798808,0.747216291,0.616710124,0.68478482,0.69710233,0.681591957,0.421316124,0.579791,0.821532379,0.655348746,0.727386708,0.52708105,0.841585074,0.788605089,0.618765295,0.746801517,0.699441482,0.573866914,0.738195436,0.693927647,0.747989431,0.598564283,0.847065663,0.751302934,0.70470149,0.466311146,0.752248359,0.751529794,0.779116404,0.641712379,0.624958516,0.539939375,0.581019479,0.71505035,0.754753814,0.587741771,0.79671985,0.769092815,0.72996197,0.707123651,0.747255273,0.69388161,0.69512346,0.737513824,0.619272298,0.775013801,0.60763295,0.639846708,0.847834709,0.41671914,0.828572155,0.799259782,0.654458132,0.606681116,0.691822755,0.725052927,0.513784684,0.556939162,0.593672163,0.739871631,0.722910584,0.756887023,0.796854223,0.650765994,0.810171731,0.697756968,0.666053761,0.734922037,0.612611171,0.77938007,0.480925154,0.748137881,0.609682797,0.671232123,0.579052007,0.641262868,0.670516119,0.393600008,0.731394316,0.780828713,0.62596994,0.779041567,0.686795832,0.252031775,0.806568157,0.867559643,0.837956763,0.82606629
TMPRSS2,0.621460959,0.573021253,0.186138197,0.412854258,0.543173284,0.615373947,0.27677766,0.507712132,0.508640494,0.281260901,0.356542775,0.448412333,0.084398007,0.30888061,0.238519267,0.380056031,0.568934454,0.265306122,0.613403028,0.453799602,0.456673499,0.426156321,0.529668087,0.443544521,0.471193965,0.33087694,0.397766306,0.41597916,0.254075064,0.204768145,0.329057345,0.537961621,0.318999423,0.244260494,0.343746509,0.260039002,0.238978439,0.468583805,0.529098859,0.205193223,0.426521162,0.480318146,0.307689135,0.443302625,0.443999524,0.220294207,0.424788069,0.371462506,0.11498378,0.444666042,0.558097451,0.555109282,0.590612584,0.264645995,0.296252964,0.242599106,0.454434331,0.520516626,0.441413202,0.458807107,0.503010242,0.380061339,0.239485087,0.42302766,0.22355375,0.506441052,0.355445425,0.219387311,0.201901532,0.573937584,0.254025084,0.332054962,0.345428948,0.326101768,0.512957318,0.381539626,0.244897959,0.400933111,0.21561917,0.409010248,0.466369911,0.687887001,0.201295859,0.519125499,0.505103516,0.313953354,0.481260262,0.338807583,0.459893278,0.440281176,0.333490819,0.346938776,0.351350867,0.37827506,0.519578006,0.40498436,0.26117893,0.555342969,0.468393013,0.546455073,0.608705267,0.491806581,0.222290135,0.507792496,0.16797018,0.210781827,0.217191293,0.167912142
HSPE1,0.862489725,0.751818087,0.839828194,0.831261902,0.92240455,0.829115083,0.852987052,0.853605128,0.901697728,0.948732352,0.877950015,0.83169511,0.884061039,0.85998124,0.920354016,0.862740693,0.880087889,0.846681014,0.8717502,0.848910514,0.839283941,0.804702305,0.862986956,0.840046727,0.881565629,0.914278493,0.861003641,0.839394961,0.915367681,0.800326795,0.865908968,0.852908983,0.9139776,0.968681198,0.824553119,0.875989241,0.93662475,0.8954348,0.929371925,0.902556058,0.929633338,0.897431373,0.837350205,0.892302944,0.781546473,0.90409459,0.839546158,0.869714892,0.674291011,0.854615994,0.757593945,0.874606685,0.913508767,0.943693513,0.902780985,0.875568482,0.900564204,0.850140142,0.854437119,0.898563559,0.868719021,0.809828348,0.899778129,0.921843784,0.7579516,0.902180651,0.922620284,0.935563497,0.882373205,0.809459406,0.871954661,0.892488464,0.83334913,0.904674595,0.909927238,0.936670604,0.802946171,0.893472451,0.912008891,0.760404206,0.824672227,0.782710002,0.81452444,0.924237813,0.906095381,0.784872737,0.776139397,0.850681518,0.878161821,0.865615558,0.853052975,0.920599261,0.815356122,0.909846496,0.774983578,0.898055081,0.822730363,0.741073388,0.808000025,0.816457962,0.828103842,0.890647901,0.562986579,0.802522159,0.955185708,0.934899317,0.937399995,0.95246228
STAT2,0.572918193,0.718626898,0.733121002,0.671073849,0.433205119,0.626272806,0.749539017,0.553600733,0.577273909,0.579063857,0.385571717,0.64733649,0.501381022,0.610325892,0.470002054,0.588390539,0.681465487,0.75156728,0.484998001,0.690498129,0.85763302,0.744722613,0.705261456,0.799191752,0.751313786,0.565183518,0.45963626,0.686655127,0.560652001,0.653711526,0.647957622,0.645433373,0.612165256,0.657533217,0.72732564,0.657634005,0.515395118,0.659388865,0.659745934,0.508501205,0.412931426,0.723614533,0.668100306,0.683598171,0.747157253,0.679725095,0.707677122,0.664463316,0.777529603,0.680104491,0.596495478,0.589715392,0.685780959,0.646865237,0.594890439,0.644451031,0.582095798,0.636053216,0.685138307,0.725163437,0.641785047,0.748410194,0.606564191,0.694787235,0.753800976,0.729931924,0.640669391,0.499216215,0.63922663,0.578978886,0.478094138,0.6585146,0.706795209,0.729079426,0.815118797,0.720776181,0.702675887,0.734200853,0.343924896,0.722633236,0.687664701,0.702691901,0.707889512,0.653091408,0.692089733,0.707926949,0.699534494,0.660127114,0.798672482,0.717143283,0.630147674,0.638265099,0.670723619,0.617407994,0.731631856,0.506234775,0.649808925,0.555440135,0.699974722,0.594354901,0.71939157,0.717713291,0.592634995,0.589495535,0.485020163,0.399711373,0.503271437,0.405345467
ITGB3BP,0.754613687,0.804255088,0.781473639,0.741166535,0.780842732,0.752537185,0.786129829,0.808400565,0.769708315,0.67799613,0.569484425,0.668065937,0.829924437,0.72376324,0.822118605,0.754220578,0.822778735,0.689358264,0.831885524,0.719842659,0.718980574,0.693345671,0.73811316,0.761864979,0.776259109,0.682731274,0.718666976,0.757449682,0.792671865,0.725772442,0.800174626,0.671218282,0.862439609,0.903340157,0.776224879,0.843735392,0.859734495,0.725255981,0.840504843,0.823250632,0.87944631,0.708215187,0.825353987,0.836032079,0.741731624,0.746209865,0.788720235,0.839200777,0.637051921,0.74632356,0.820242617,0.746165403,0.725932545,0.845616477,0.732098073,0.799940264,0.844483787,0.80046452,0.811682685,0.7935126,0.806252801,0.795966678,0.788037242,0.796596877,0.63405858,0.727062855,0.803043618,0.828111125,0.814986898,0.586676273,0.88584172,0.777408563,0.724315387,0.760356353,0.843979001,0.721994324,0.655844503,0.792828284,0.735839572,0.761631332,0.837339872,0.756779532,0.779890992,0.705245826,0.705152655,0.666817209,0.703514161,0.810960178,0.601072724,0.726987567,0.751567617,0.788374043,0.725433443,0.792308325,0.732957142,0.728706675,0.734854976,0.777394363,0.81041277,0.727396216,0.759374166,0.847677271,0.760920035,0.784117621,0.896393937,0.883685305,0.901587069,0.905034238
AREG,0.66877601,0.30870244,0.748831059,0.726419381,0.658942644,0.375374078,0.385563624,0.268243899,0.396916023,0.77204664,0.531175502,0.279929204,0.427221115,0.343249136,0.243241066,0.427212336,0.826202144,0.922690388,0.369177732,0.393964993,0.646521149,0.387064519,0.460855228,0.468138486,0.167055173,0.656155843,0.417978579,0.140572289,0.597569633,0.399219827,0.593554616,0.215741621,0.438619363,0.269114277,0.260672946,0.15945974,0.250732026,0.384564532,0.318482633,0.290839743,0.284844531,0.028738523,0.235912073,0.137618276,0.456223316,0.486160229,0.285862588,0.311435165,0.797489364,0.329421526,0.285661025,0.409889341,0.730727036,0.34758392,0.254436929,0.228279187,0.325443993,0.583277168,0.25450336,0.63074319,0.289333703,0.318398497,0.231696799,0.331426147,0.224803458,0.2089413,0.344062207,0.037679042,0.757429971,0.128863537,0.892331375,0.348897558,0.248748823,0.356444627,0.470912342,0.352164315,0.312865643,0.229377921,0.258521042,0.783229904,0.279967014,0.231597,0.221262936,0.153451462,0.520381949,0.240699925,0.31593529,0.241744172,0.173402487,0.434317422,0.087880763,0.24070422,0.245343302,0.175359073,0.120522016,0.302520349,0.354687801,0.23442352,0.421101107,0.020245908,0.237189688,0.103514021,0.490762909,0.276533847,0.895941487,0.979140803,0.965350346,0.980084541
TCF7,0.158343995,0.330662901,0.283699514,0.398821842,0.324685518,0.243024287,0.46652001,0.438211264,0.156491748,0.224952551,0.194879518,0.267978469,0.383809323,0.370145389,0.212387889,0.278883022,0.249175651,0.169007597,0.165986907,0.377120786,0.527909583,0.389800279,0.16602699,0.549731312,0.192272036,0.348272468,0.173351684,0.315048855,0.407859412,0.51496123,0.282416814,0.305341973,0.303023594,0.177659162,0.52077832,0.467028172,0.205925717,0.421903318,0.148962116,0.43986883,0.125669157,0.169962994,0.16621119,0.343283163,0.420433046,0.560918701,0.117016985,0.092884106,0.10522978,0.171647282,0.526428894,0.261192118,0.19392894,0.159930788,0.162442291,0.41686936,0.242171771,0.129144063,0.465048594,0.146401282,0.153691232,0.480845959,0.162516707,0.350653604,0.264582237,0.216052199,0.101020457,0.12244898,0.154683116,0.415938122,0.366785207,0.523283247,0.127728889,0.258049496,0.322908393,0.212523654,0.387762508,0.182494322,0.467840361,0.411868241,0.353637184,0.143371479,0.1660095,0.366857221,0.248595201,0.278850518,0.434741075,0.205397295,0.273929993,0.148045927,0.358604902,0.255316622,0.362753039,0.498052875,0.167902834,0.530146617,0.33904036,0.32667715,0.215260089,0.195395455,0.537948598,0.05521103,0.305988788,0.196898704,0.071961929,0.15669001,0.082853445,0.123369947
POU2AF1,0.042480318,0.591812903,0.50222576,0.573437068,0.445522015,0.774577663,0.49636845,0.557020793,0.683848374,0.551670136,0.262818346,0.3543955,0.719134446,0.325443759,0.702263855,0.311781841,0.073065251,0.445303645,0.447201588,0.824463356,0.539255265,0.801440015,0.535366706,0.675016765,0.484720386,0.670813419,0.519300165,0.360495638,0.623440886,0.462493241,0.679825164,0.092308792,0.623335084,0.274857835,0.907501908,0.422953875,0.586418821,0.822314057,0.133810192,0.925356294,0.575781608,0.274957084,0.298506039,0.866843326,0.674207121,0.743474877,0.480860615,0.598932503,0.686575632,0.326355758,0.748445988,0.449476647,0.276775577,0.34502075,0.634795509,0.521698463,0.495246001,0.590528762,0.480094697,0.359138367,0.499261899,0.510518891,0.457439961,0.35917228,0.527578828,0.354965773,0.567429193,0.322368494,0.142382051,0.568450828,0.556621374,0.569221432,0.472875631,0.615563623,0.566442671,0.245182261,0.681380323,0.323523127,0.606984782,0.571102123,0.46123921,0.373806264,0.405281016,0.167755752,0.558094214,0.384514203,0.738593511,0.52038309,0.368803109,0.308533961,0.252363532,0.611023846,0.629465098,0.546577639,0.415758628,0.74386465,0.416850912,0.516829314,0.273291942,0.428137965,0.165871369,0.225975138,0.427202452,0.603833701,0.942033864,0.83822833,0.728162858,0.944615099
